structure(list(fert1 = c(1.42554447620641, 1.7785315098241, 1.65180112940725, 
2.42411235298496, 1.63926274937112, 1.99058799738996, 2.04796431800351, 
1.77793397144414, 1.56011044345796, 1.59736897237599, 2.25060651001986, 
2.28818773657549, 1.6035346399527, 2.44613474528305, 2.38026263739448, 
2.18259018589742, 1.77736491265241, 1.73594992794096, 1.62013426730409, 
1.95490491685923, 1.40942161015701, 2.24896925294306, 1.4374341606861, 
1.49654465334024, 1.71356462866534, 1.74108110077213, 1.648525510123, 
2.08265918660909, 2.01856319424696, 1.54884542492218, 1.90960956283379, 
2.01091675583739, 1.7527282545343, 2.15807712159585, 2.24484451196622, 
1.89657522398047, 1.5430399438832, 2.38294777090196, 1.99933307217434, 
1.78467917824164, 1.41725534400903, 2.21143847669009, 1.64484683061019, 
1.86229661467951, 1.51624498814344, 1.42923907933291, 2.14311243477277, 
1.65393703936134, 2.00903262998909, 1.49661710688379, 1.69505474264733, 
1.52051872326992, 2.35243645056617, 1.93690156433731), fert2 = c(2.0599022566108, 
1.59702924240846, 2.33657454235945, 1.65467599476688, 1.78030556465965, 
1.83926714025438, 2.07322080868762, 2.06844673519954, 2.0773815141758, 
1.91140752485953, 1.60915430383757, 2.40530986473896, 1.72869408112019, 
2.21918334651273, 2.08284834988881, 1.95256424015388, 2.14995131234173, 
2.46528525261674, 2.43658861187287, 1.61040615742095, 1.94462070292793, 
1.44672620317433, 2.14871170406695, 1.68882206804119, 2.34687660587952, 
2.07238370769192, 2.4820402439218, 1.9180862122681, 2.22495709916111, 
1.70369239028078, 2.2739674260607, 2.20670131507795, 2.49460901697166, 
2.24982352533843, 2.23715738963801, 1.99098264120985, 2.03704344816506, 
2.01336196176708, 2.44225464668125, 2.37497214109171, 1.75325827493798, 
1.45229082028382, 1.40345069067553, 1.69984398242086, 2.26033871234395, 
1.73679632022977, 1.65661836189684, 1.95671404390596, 2.1960137627786, 
2.4244400827447, 2.43682789634913, 1.67598047498614, 2.17441538004205, 
2.27744332472794), fert3 = c(1.80665805272292, 2.27947569764219, 
1.79627887234092, 1.5260466925567, 2.05502775786445, 2.29892892318312, 
1.81227864963002, 1.69621705734171, 1.7814377219649, 2.17633222185541, 
1.84704527105205, 2.45991124890279, 1.67143160765991, 1.55138045095373, 
1.82490252349526, 2.47680171411484, 1.60171768965665, 2.3204024202656, 
2.38642717858311, 2.4885999050457, 1.63423463592771, 2.04996844131965, 
2.20329649462365, 2.33733637281694, 2.12171393444296, 1.98013634604868, 
1.99179624530952, 2.180032532732, 1.96566412593238, 2.3299407424638, 
2.47938497762661, 2.13482721855398, 1.80675793092232, 1.68958413130604, 
2.36891090080608, 1.92015250283293, 1.44437053946312, 2.48577973379288, 
2.34184863816481, 2.00927111231722, 1.74006894938648, 2.21794440567028, 
1.59238281266298, 2.41385608464479, 2.48171407645568, 1.73695120448247, 
2.48273480508942, 1.4514123687055, 1.71080122424755, 1.70359791454393, 
2.44516139999032, 1.51590535652358, 2.49084984860383, 1.90582990434486
), fert4 = c(2.08189547448419, 2.39511248539202, 1.7984630679246, 
1.9960905171698, 2.41227455586195, 2.28097921879962, 1.74779221166391, 
1.84440605668351, 1.6949727158295, 1.78487731933128, 1.9826473148074, 
2.08087686595973, 1.96501758224331, 1.44524127126206, 2.1737629347248, 
2.14458425955381, 2.30774061365519, 2.00579593691509, 1.9798356393585, 
2.39821934392676, 1.76588129953016, 2.30908609370235, 1.74916099293623, 
1.89990976324771, 1.94604823694099, 1.43117477777414, 2.47453325993847, 
1.89982988880947, 1.62061941351276, 1.41327273102943, 1.42126129560638, 
1.55092022230383, 2.04397069213446, 1.72358768421691, 2.33604710563086, 
1.74608311341144, 1.54659410961904, 2.28458868716843, 2.36729382113554, 
1.42470335832331, 2.16983961334918, 2.25716725296807, 2.40071636908688, 
2.43165333324578, 1.67413548945915, 2.162978578615, 2.3708015401382, 
2.18991203526966, 2.10065150114242, 1.58483320265077, 2.10822245771997, 
1.90008798560593, 1.98938151230104, 2.03286980355624), resa = c(367.817998392081, 
370.664734844969, 362.901268748063, 393.26996587395, 360.57862552923, 
364.924492403086, 367.396961523672, 368.787060085903, 356.178929578441, 
368.371757923446, 383.826174321297, 401.646174416384, 350.684349090517, 
394.034343808865, 389.872683381113, 367.951556902741, 351.015375839249, 
360.045153833717, 356.965528059323, 373.455797171345, 347.225225179367, 
395.807354823111, 357.390012929735, 342.623491900516, 359.972125529629, 
373.882736870021, 361.531631805377, 385.585810004403, 364.921917728684, 
355.983539278394, 366.313498352872, 358.075534168635, 356.174029138799, 
377.784787387093, 391.063970620001, 371.135498618583, 352.371882496421, 
390.033748453474, 383.069536242366, 372.648531465847, 356.773364535257, 
385.059424396291, 370.089716000969, 371.512112790286, 344.547090199463, 
364.022792371221, 382.669140058186, 366.433193008279, 373.870857471148, 
365.310829669299, 368.598288408268, 352.972308702258, 386.698050357739, 
364.78937866537)), row.names = c(NA, -54L), class = "data.frame")
